Tweet,Sentiment
@admcollingwood Having NATO enter the war on Ukraine's side would be game-changing for Zenenksy.  It would be like… https://t.co/fRZM8ZOvhD,Negative
@JamesBradleyCA I support Ukraine,Negative
@gina_ault @POTUS Let's fact check the guy whose son died of brain cancer in a Boston hospital and who claims he wa… https://t.co/TYjTJFCixE,Negative
"@tomkington In Ukraine we have the same word ""вацапка"".",Negative
What Ukraine did in 6 months is a miracle,Negative
RT @Glavset: @zerohedge If Ukraine had not shelled eastern Ukraine for the past decade there would be no Russian invasion today.,Positive
@RealUtahMan @ChristopherJM @ZaidJilani Zelensky was talking tough against Russia before anyone aided Ukraine. He w… https://t.co/rAYAzV7vqe,Positive
"RT @UkraineNewsLive: ⚡🇺🇦💪The remains of the #Russian low-altitude radar ""Podlet K1"" in Chernobaevka

Judging by the hole under the bottom,…",Negative
RT @davidpgoldman: Our allies Poland and Ukraine voted against our ally Israel in a kangaroo-court indictment at the UN General Assembly. @…,Negative
@RomboutsMarga @i24NEWS_EN @trent_murray @davidmatlin It was Ukraine missiles. And Zelensky lied about it to bring… https://t.co/ArF70SmvMs,Negative
"RT @I_Katchanovski: I said that evidence, my research finding that I posted on social media shortly after it happened &amp; statements by Biden…",Negative
"@MrKRudd Joey said that Ukraine fired those missiles.
Keep up to speed numbnuts.
Why haven't you blamed Rupey",Negative
"RT @Bird5Ca: $333M to Cambodia 
$500M to Ukraine
$750M to Asia for their “infrastructure.”
$80M for “Global health systems.”
All while tell…",Negative
RT @Jc62Matildamog: Grant Shapps has just told #KayBurley that there’s a war on in Ukraine so why wouldn’t Boris Johnson be taking a trip i…,Negative
RT @USAmbUN: A pleasure to join @TiffanyDCross and a packed crowd at #Concordia22. We had a chance to discuss a host of topics – including…,Negative
"RT @CoryMillsFL: I fully support my colleague @RepMTG in requesting a complete audit on funding to Ukraine. Additionally, I want a review r…",Negative
"I fully support Ukraine, but I agree with the response from the United States and other Western countries that call… https://t.co/bQ0P82Qvom",Positive
"@Platoniq222 @irgarner Ok, but Ukrainians sided with Hitler because of the brutal occupation and genocide by Stalin… https://t.co/2fovHIKTAt",Positive
"RT @CBSNews: Defense Secretary Lloyd Austin says the Pentagon has found ""nothing that contradicts"" the preliminary assessment that the Pola…",Negative
"@DefenceU @ZelenskyyUa ...and then Ukraine lies about Russia attacking Poland.  bad news - folks are not ""buying it… https://t.co/Cy8gMVbNjX",Positive
"RT @DonFbpe: UN resolution to demand Russia pays Ukraine war reparations for all the damage they've caused, so Russia is seeking to dissolv…",Negative
"RT @DastDn: Ukraine is not a developed liberal market democracy, but a developing one (trying to survive long enough to continue the evolut…",Positive
@Tonester_7 @a_t_asmolov @Lemmyk41 @citizentommy Opponents of “Letter Z” must “‘understand that if they are countin… https://t.co/obwQdyxjlf,Negative
"Russia spends up to US$1 billion to attack Ukrainian infrastructure on 15 November.

#Russian #RussianArmy #Russia… https://t.co/JP6KweB6hs",Negative
"Ukraine and Russia. It seems the lines are blurring on Ukraine leaders side, slightly but happening. I feel for the… https://t.co/Y7oVFGl1FE",Positive
@RepMTG The new Hitler. Let Ukraine fall into Russian hands. What’s next you freaking nut job.,Negative
"@GreoryLuckie according the the Guardian, ( not a very reliable source) the Poles now say its a  Ukraine defense missile.",Positive
"RT @TheNewsForum_: Russia Withdraws from Kherson: What Does This Mean for the War in Ukraine?

@nima_rajan is joined by John Hardie, Deputy…",Positive
"Russian Rockets Land in Poland, Killing Two, AP Says
#NATO #Poland #UnitedStates #WWIII #Ukraine #
https://t.co/F8GHzL2Pyg",Negative
@nigroeneveld @EeldenDen @KyivIndependent At first there was talk of *two* missiles striking Poland. Would love to… https://t.co/ateR63X6CI,Negative
"@maggiewillrise https://t.co/Env5oF2kxm

Well, it could have been better prioritized by...the Ukrainians.",Negative
@Watchma51035016 Well this image is a public domain already so...,Negative
"@ulrichspeck I think China will side with whoever looks like emerging the winner. There's a saying there: ""He watch… https://t.co/ataveplPOy",Negative
RT @PhillipsPOBrien: Milley says some very interesting things around 46 minutes. China has alot to learn. War is really hard--RUssian invas…,Negative
RT @usownstheplanet: The Embassy is delighted to see that the #Ukrainian military has begun to demonstrate its core human rights qualities…,Negative
@sophielouisecc I wonder if you have any knowledge of what's happening in Ukraine. I know you have no understanding though.,Negative
"RT @FatEmperor: Excellent investigative work by The Irish Git, this time on #FTX and #Ukraine scenarios 😃 https://t.co/eQ5qIbHqfI",Negative
"@SassGoneRogue @ZekeGary2 So if the Russians hadn't fired missiles at Ukraine, Ukraine would not have shot at them,… https://t.co/4QddZzr3Ud",Negative
@GuyTrumpy @burgessev The phony russia hoax and the phony ukraine call b.s. is not a reason to remove a president.,Negative
Lmfao really 😂it was Ukraine who hit Poland not Russia not Putin 🤣 the world needs to wake TFU its always been Ukra… https://t.co/EdbAPOM633,Negative
RT @SolodovDmitry: #Ukraine has stripped at least 6️⃣ journalists including #CNN &amp; #SkyNews of their accreditations for reporting from #Khe…,Positive
"RT @DefenceU: Vice Admiral Oleksii Neizhpapa, Commander of the Ukrainian Navy, is an example of true honor and talent. 
His vision of Ukrai…",Negative
@borgposting Probably because the tankies were saying that as a way to dismiss Ukraine’s right to defend itself. Th… https://t.co/XHXUwqbZdH,Negative
RT @edwardrussl: @JackPosobiec @AP So Poland is going to invade Ukraine now?,Negative
@AfroJew84 @ukraine_map Well considering most of the systems that are pledged aren't in uktaine yet and ukraine isn… https://t.co/yXP7qR5d71,Negative
"@lesiavasylenko Ukraine is a corrupt country, kills it’s own people, over throws the democratically elected government",Negative
"RT @Maks_NAFO_FELLA: “It doesn’t matter to Germany whose rocket fell in Poland, in any case, Russia is to blame, because it attacked Ukrain…",Negative
@BeardyClam Well we kind of know instinctively but we gave it two hours for the facts and proof. I had people liter… https://t.co/2GeCssuN4F,Negative
@richardfrodin @EndWokeness Hmm you must've never heard of ftx. All that money they gave Ukraine was laundered back… https://t.co/v5ildiPd5c,Negative
Russian ZALA Lancet Kamikaze strike at MT-T Multi-Purpose Tracked Transporter in Kherson - Most likely abandoned si… https://t.co/EkvINi9P9A,Negative
Initial findings that the Russian-made missile was not likely to have been fired from Russia. President Joe Biden s… https://t.co/YPvSFxIbDX,Negative
@mfa_russia @RussiaUN @UN @mission_russian @RusMission_EU @RusEmbUSA @AmbRusFrance @rusembitaly @RusEmbSwiss… https://t.co/1M7Dv7DyQA,Negative
@Puskasentierra1 @DOGDEGA Ukraine will cease to exist. Poland will take half of Ukraine. This country is 404,Positive
@MrnllMtt Thank you for the answer. IMHO this thesis is not convincing. The grain deal will be renewed. Almost all… https://t.co/d5KmId8HZN,Positive
"@byMatthewBest @mtracey Also, why is Ukraine still denying that they are responsible?",Negative
"RT @DylanBurns1776: This is the new anti-ukraine narrative

No evidence, no paper trail, no record of monetary transactions showing money l…",Negative
RT @les_politiques: Zelensky is accusing Russia of striking Poland while Polish authorities are still conducting an investigation and the P…,Negative
@GazetaRu Maybe he can ask Putin to stop shellings. Then infrastructure in Ukraine will be fine and no lack of oil.,Negative
"RT @visegrad24: It does not matter to Germany whose missile fell in Poland - in any case it is Russia's fault because it attacked Ukraine,…",Negative
@Flash_news_ua @LittleDebbdy Of course muscovy bears full responsibility. It wouldn't have happened at all if musco… https://t.co/fit9z23hLU,Negative
@SurveyorPurvey @SkyNews ukraine,Negative
RT @pravda_eng: British Prime Minister Rishi Sunak said that there would not have been any missile attacks on Poland if there was no Russia…,Negative
@Independent_ie Not really surprising given the issues the Russian Embassy have had here and the ongoing support ou… https://t.co/nlAlR3bqQV,Positive
"@ChristopherJM Look, all props to Ukraine, but Zelensky has become too arrogant.",Negative
"@GSmokesweed1 Proven, confirmed fired by Ukraine at south eastern Russian Target then redirected by Russian air defense.",Negative
RT @mccaffreyr3: MSNBC. 16 Nov. Russia continues massive aerial attack on Ukraine power grid and civilian infrastructure. NATO needs to foc…,Negative
"RT @MaximeBernier: Trudeau is abroad once again announcing $billions to Ukraine and other countries.

Meanwhile in Canada poor disabled are…",Positive
@realashhy the problems you mention will not be solved by the funding the US gave to Ukraine which is mostly milita… https://t.co/Irvie9UB7D,Negative
@HeathAlberts @cryptomanran @SBF_FTX FTX Ukraine,Negative
RT @kiraincongress: #Ukraine needs support to get through the most difficult winter. At the meeting with Scottish National Party @Ianblackf…,Negative
RT @alexoncrypto: BREAKING NEWS: Reports are circulating that FTX cryptocurrency has been used in a Ponzi scheme involving both the Democra…,Negative
RT @Oilfield_Rando: You anti-MAGA repubs that think Joe Kent was a bad candidate are gonna bitch at people like me when we don’t vote for r…,Positive
"@Jim_Jordan Jim, stop funding the Proxy War in Ukraine, Please!!",Negative
RT @atinka_k: @WBHoekstra @ZelenskyyUa @MFA_Ukraine @Ukraine @DutchMFA Did we see a RECTIFICATION of this unprofessional and dangerous alle…,Positive
"RT @travelerFJ: @JackPosobiec @AP Oh! Ukraine fired the missiles?! 
I guess we need to send them another gazillion dollars in aid.",Negative
@ZelenskyyUa Hey @ZelenskyyUa @Ukraine @UkraineToday1 @DefenceU as a Professional @USArmy @FightingFirst    Solider… https://t.co/RNKB7Has4C,Negative
"@JamesBradleyCA WRONG! Those 2 deaths are on Russia and the despicable attack on Ukraine, yesterday.
The missiles w… https://t.co/a4aS1HeBVt",Positive
@KyivIndependent Putin needs to leave Ukraine including Crimea and then negotiate including reparations payable to… https://t.co/H0VtKDEkk9,Negative
"RT @paddymacc1: Surely they didn't think the welcome mat was going to be rolled out for them, and what was the purpose of the visit anyway,…",Negative
@NEWSMAX Probably one of our missles fired by Ukraine,Negative
@Nigel_Farage Unaccountable money flooding into Ukraine. So in essence.. no.,Negative
"RT @RT_com: Russian oil deliveries to Hungary resumed – FM

The transit of Russian crude through the Druzhba pipeline is once again on trac…",Positive
RT @IsuphJt: Zelensky publicly splitting with USG assessment despite Biden stating Ukraine owns the missile Means Zelensky is seeking to dr…,Negative
"@DonaldJTrumpJr Donnie Jr You are an ignorant politician, so why don’t you keep your mouth shut about issues you kn… https://t.co/QrwQKhWevS",Negative
@TheMadMiddle @polidemitolog @PenguinKorora Europe is entering into a recession with high inflation. You've seen ma… https://t.co/yQoi4UKKja,Negative
"@SamRamani2 You posted some hysterical posts yesterday regarding Russia firing missiles into Poland. Factually, how… https://t.co/dju80g7vmj",Positive
"RT @MaajidNawaz: NEW Radical Dispatch:

How the Collapse of Sam Bankman-Fried's FTX Connects to Ukraine, Covid Mandates, the WEF and Dodgy…",Negative
"RT @nexta_tv: Republican congresswoman Marjorie Taylor Greene said that ""Under Republicans not another penny will go to Ukraine"". https://t…",Negative
@brucefenton @JackPosobiec Yes. We need HEAVY sanctions against Ukraine.,Positive
RT @chenweihua: BBC continues to recycle its disinformation reporting that it was Russia which fired missile into Poland despite the U.S. g…,Negative
"RT @MJ_007Club: Chronology of missile hitting Poland: Comedy 😃

- Przewodów, village near Ukraine
- Missile hit farm in rural area
- ID'd a…",Negative
"@AndreaMicieli I stay neutral mostly and in general keep my mouth shut. I don’t like Zelensky, don’t trust him and… https://t.co/yGw8iz8t0D",Negative
@lesiavasylenko @NATO So now it’s a Ukraine missile what do think should happen? This FTX fallout us going to bring the house of cards down.,Positive
